date,Punjab,Haryana,Rajasthan,Delhi,Uttar Pradesh,Uttarakhand,Himachal Pradesh,Jammu and Kashmir,Chandigarh,Chhattisgarh,Gujarat,Madhya Pradesh,Maharashtra,Goa,DD,DNH,Andhra Pradesh,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,DVC,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,Telangana,,,,
27.02.14,98.1,106.3,180.8,58.9,227.8,31.6,23.9,37.6,3.4,65.1,240.4,101.7,369.3,8.5,3.8,14.9,164.9,190.5,64.8,252.6,5.7,40.4,57.7,20.4,64.9,114.1,1.1,1.4,19.6,1.6,4.7,1.1,1.6,2.6,0,,,,
28.02.14,100.7,102.9,172.9,55.8,215.9,31.5,24.2,37.4,3.2,62.8,235.5,99.8,351,8.4,5.4,14.7,165.2,187.4,64.3,254,5.7,38.6,58.9,20.1,68.2,112.2,1.5,1.4,19.7,1.5,4.5,1.1,1.5,2.7,0,,,,
01.03.14,89.7,82.4,155,58.9,201.7,28.9,24,39,3.4,57.9,238.9,104.9,334.1,8.3,5.5,13.8,158.2,186.5,65.2,257,5.8,37.8,53.7,17,66.5,111.2,1.6,1.2,18,1.5,4.1,0.9,1.2,3,0,,,,
02.03.14,91.3,89.5,155.2,58,197.3,29.5,25.6,37.7,3.4,60.8,239.2,109.2,332.3,7.8,5.8,14.2,156.7,182.4,64,252.3,5.6,36.4,55.8,18.6,67.8,109.9,1.5,1.3,16.1,1.5,3.7,0.9,1.3,3.3,0,,,,
03.03.14,82.2,81.3,158,54.6,207.3,32.2,23.7,38.6,3.1,60.2,230,111.8,324.7,6.9,5.7,14,158.6,172.8,58.6,249.8,5.5,40.6,55.2,18.1,66.9,111.7,1.7,1.2,16.7,1.4,3.7,0.8,1.2,3.2,0,,,,
04.03.14,86.8,86,165.6,57.9,214.2,30.8,24.6,38.9,3.4,64.9,238.4,117.2,343,7.6,5.8,14.4,153.8,176.7,63.2,250.5,6.1,41.2,56.2,19.4,62.8,109.6,1.3,1.5,16.3,1.4,4.2,1,1.3,2.9,0,,,,
05.03.14,87,90.6,172.6,58.5,217.5,31.8,25.5,36.4,3.4,61.7,240.5,121,327.9,7.9,5.8,14.7,144.8,178.7,64,253.8,6.2,41.9,57,20,57.1,109.2,1.4,1.5,16.6,1.4,4.7,1.1,1.4,2.9,0,,,,
06.03.14,93.9,89.9,178.6,58.6,211.5,31.7,24.1,37.3,3.4,62.8,243.1,124.3,340.8,8.3,6,14.8,148.7,181.4,64.8,267.4,6.1,41.4,55.6,19.6,59.2,107.5,1.4,1.4,17.9,1.5,4.5,1.1,1.5,2.9,0,,,,
07.03.14,95.3,91.1,176.2,58.1,213.3,32.7,24.6,36.5,3.4,66.2,248.2,124.8,335.4,8.1,6,14.8,150.4,179.5,64.4,264.5,6.3,40.8,56.7,20.2,64.7,112.5,1.3,1.4,18.5,1.5,4.4,1.1,1.5,2.8,0,,,,
08.03.14,97.1,93.4,184.6,59.2,209.9,32.8,24.3,36.8,3.4,67.4,250,128,336.7,8.2,6,14.7,156.8,175.2,64.7,261.7,6.2,40.3,54.4,20.4,67.2,114.9,1.4,1.5,19.2,1.5,4.2,1,1.4,2.9,0,,,,
09.03.14,94.8,94.9,186.4,55.9,207.1,31.8,24.5,37.8,3.3,65.8,250.5,130.3,336.7,8.3,6.3,14.6,153.3,159.8,65.3,266.6,6.2,41.3,56,19.6,66.1,115.4,1.2,1.4,18.1,1.5,4.2,1.1,1.3,2.7,0,,,,
10.03.14,103.8,89.6,187.1,52.9,216.5,29.7,23.3,35.4,3,67,242.6,130.1,311.4,7.6,6.2,14.4,152.9,151.1,59.6,257.8,5.8,42.4,51.7,20,64,109.7,1.2,1.5,17.5,1.5,4.1,1,1.5,2.7,0,,,,
11.03.14,86.5,78.4,177.5,56.7,208.5,32.4,24.3,26.3,3.3,67.3,254,129.4,325.3,8.2,6.2,14.7,158.1,165.6,64.6,265.2,6.1,40.6,56.6,20.6,65,119.3,1.3,1.4,17.5,1.5,4.6,1,1.5,2.9,0,,,,
12.03.14,70.8,74.5,172.9,57.3,206.8,30.7,22.6,26.3,3.3,68.2,254.9,125.2,338.9,8.9,6.2,14.9,162.9,173.6,65.8,267.3,6.3,41.6,56.8,20.9,66.5,122.6,1.4,1.6,19.6,1.5,3.9,1.1,1.5,2.8,0,,,,
13.03.14,84.1,81.3,176.6,57.6,203.1,29.3,23,22.9,3.3,68,252.9,129.9,348.2,9.7,6.2,14.7,167.6,176.6,65.6,262,6.4,42.5,56.1,19.8,66.7,124.4,1.4,1.5,19.3,1.5,4.3,1.2,1.5,3.6,0,,,,
14.03.14,79.3,94,184.1,58,225.1,31.1,23,27.1,3.3,66.5,260.4,133.9,342.6,8.7,6.3,14.5,172.6,182.1,64.6,266.9,6.2,42.8,57.9,20.4,69.3,122.7,1.5,1.5,19.5,1.5,4.3,1.1,1.5,2.9,0,,,,
15.03.14,97.6,91.7,185.9,58.8,225.7,32.1,23.6,29.3,3.3,68,262.6,134.8,343.9,8.8,6.4,14.4,173.6,188.3,64.9,266.7,6.2,41.9,55.1,21,71.6,130.9,1.3,1.6,19.3,1.5,4.4,1.1,1.5,2.9,0,,,,
16.03.14,99.3,97.1,187.7,55.8,227.9,31.7,23.8,29.6,3.2,69.2,265,137.6,358,8.8,6.2,14.4,179.9,187.6,64.8,264.3,6.2,41.9,56.2,20.6,71.1,131.3,1.2,1.3,17.3,1.5,4,1,1.3,3.4,0,,,,
17.03.14,106.6,97,179.7,51,235.7,28.2,20.2,31.6,2.9,70.1,244.9,140,352.8,7.9,6.1,9.6,177.8,179.6,59.5,259.5,5.6,40.7,55.9,20.3,69.3,116.7,1,1.4,15.5,1.5,3.7,1,1.4,2.9,0,,,,
18.03.14,93.5,85.9,154.1,43.8,247.8,22.2,15.2,33.2,2.7,63.8,205,130.2,335.3,8,3.3,7.8,171.6,189.5,64.1,262.9,5.6,42.9,50.2,19.7,69,118,1.1,1.5,15.5,1.3,3.3,1.1,1.3,3.7,0,,,,
19.03.14,72.6,89.9,164.4,52.3,222.9,24.7,17.4,29.9,3.2,65.4,233.5,134.7,368.3,8.3,4.6,10.6,172.9,190.8,66.4,262.3,6,42.1,52,19.7,71,123.2,1.5,1.6,19,1.6,3.7,1.1,1.6,2.9,0,,,,
20.03.14,91.8,104.8,180.4,57.1,229.3,29.7,22.1,32.9,3.3,70.9,254,141.1,387.3,9,5.9,13.5,164.3,192.3,66.7,268.3,6.5,41.4,56.2,19.3,70.5,131,0.6,1.5,15.4,1.6,3.6,0.9,1.3,2.9,0,,,,
21.03.14,95.6,108,182.9,57.7,232.1,30.4,24.4,31.6,3.3,74.7,259.7,142.6,391.5,8.9,6.2,13.8,177.4,186.6,66.2,256.5,6.6,41.9,57.9,18,70.7,131.8,1.3,1.5,17.1,1.5,3.8,1,1.4,2.6,0,,,,
22.03.14,97.6,105.8,185.1,59.6,233.2,30.3,24.5,33,3.3,74.6,258.1,133.7,380.5,8.8,6.2,13.8,181.7,188.4,67.2,250.8,6.6,40.5,59.2,19.6,74.5,128.2,1.3,1.5,18.2,1.5,4.2,1.1,1.5,2.7,0,,,,
23.03.14,98.2,105.4,188,58.4,236.8,31.6,24.7,32.9,3.3,75.1,259.5,140.5,378,8.3,6.2,14,184.8,199.9,68.1,262.2,6.6,41.6,59.9,20.6,77.7,124.9,0.9,1.5,19.3,1.5,4.3,1.1,1.5,2.8,0,,,,
24.03.14,96.7,98.6,174.7,55.5,236.9,29,23.7,34.2,3,75.1,254.2,143.7,376.7,7.6,6.1,13.5,181.5,193.2,63.2,273.6,6.1,38.9,59.4,20.7,74.2,116.7,1.2,1.5,17.8,1.5,3.9,1,1.4,2.6,0,,,,
25.03.14,78.6,81.4,156.4,58.1,224,30.5,24.9,32.4,3.3,75.1,254.2,143.7,376.7,7.6,6.1,13.5,183.5,200.8,68,273.7,6.2,39.3,59.4,20,75.8,117.6,1.2,1.6,18.8,1.5,4.7,1.1,1.6,2.8,0,,,,
26.03.14,81.7,88.8,164.4,60.1,227.2,30.2,23.9,33.8,3.3,76.3,264.7,140,398.7,8.7,6.2,14.1,182.1,199.2,68.4,283.6,6.3,39.2,58.9,20.8,73.8,120.8,1.5,1.7,18.6,1.7,4.1,1.1,1.6,3.6,0,,,,
27.03.14,102.8,94.7,170.4,61.5,240.6,31.8,24.6,31.7,3.3,77.7,262.2,146,404.6,8.8,6.2,12.8,181.2,203.4,68.3,285.2,6.5,42.5,58.4,21.6,80.6,128.5,1.4,1.7,19.6,1.6,3.8,1.1,1.7,2.5,0,,,,
28.03.14,85.5,89.7,170.9,61.8,242.2,32.4,24.9,32.6,3.3,78.3,265,147.2,406.5,8.9,6.2,14.3,183.6,203.2,68,273.2,6.2,42.1,56.1,20.5,83.1,139.5,1.1,1.6,19.6,1.6,3.7,1.1,1.6,2.9,0,,,,
29.03.14,85.1,86,168,61.4,234.6,31.3,24.5,33.9,3.3,79.4,267.2,148.1,402.6,8.5,6.2,14.2,180.6,201.4,68.1,267.1,6.5,39.8,54.8,20,80.2,145.3,1,1.6,18.8,1.6,4.8,1.1,1.6,3,0,,,,
30.03.14,89.3,88.6,171.3,60.3,227.2,31.6,24.4,35.5,3.3,79,265.5,147.9,406.3,8.7,6.2,14.2,178.1,202.4,67.4,267,6.6,39.5,55.6,19.2,78.1,140.7,0.7,1.6,19.5,1.6,4,1.1,1.6,3,0,,,,
31.03.14,86.9,91.3,164,59,222.6,30.2,23.4,33.6,2.9,78.5,255.9,145.2,396.3,8,4.5,13.9,179.6,196.1,63.6,262.4,6,37.3,56.9,18.3,80.3,139.7,0.3,1.6,19.9,1.6,4,1,1.6,2.4,0,,,,
01.04.14,92.2,94.6,166.3,60.8,236.1,30.9,23.4,33.4,3.3,80.2,263.2,149.1,394.6,8.3,5.9,13.5,181.6,194.8,68.7,271.6,6.2,38.3,56.7,19.7,79.2,140.7,0.9,1.5,20.3,1.5,3.4,1.1,1.6,3.2,0,,,,
02.04.14,93.6,96.6,167.4,62.3,238.9,30.8,23.2,32.1,3.4,78.5,261.9,148.8,398.3,8.7,5.7,12.2,184,194.4,68.8,276.9,6.4,39.1,55.7,19.6,75.6,144.7,1.4,1.4,19.3,1.5,3.8,1.1,1.7,3,0,,,,
03.04.14,91.6,98.3,165.4,62.9,243.9,30.1,23.3,32.5,3.3,78.4,260.5,149.1,404.7,8.2,5.7,13.6,178.4,197.2,69.1,276,6.8,41.7,56.4,20.1,73.5,145.7,1.2,1.4,18.7,1.6,3.9,1,1.6,3.1,0,,,,
04.04.14,92.7,95.2,167.6,64.2,233.4,29.1,23.1,33.7,3.6,79.9,270.4,150.7,407.8,8.6,6,14.2,179.4,204.1,70.1,268.2,6.9,42,57.3,21.3,76.4,154,1.3,1.5,19.1,1.5,3.7,1,1.7,2.8,0,,,,
05.04.14,95.7,96.8,169.5,65.2,250,32,15.7,35.5,3.5,79.3,271.1,151.9,406.9,8.8,6.1,14.4,176.4,205,70.1,266.3,6.9,40.2,57,21.2,77.1,145.8,1.7,1.5,16.9,1.5,3.6,0.9,1.4,2,0,,,,
06.04.14,95.9,95.5,167.4,63.3,246.2,31.5,23.6,31.6,3.3,79.1,273.4,151.6,413.4,8.7,6.1,14.5,166.9,203.1,68.3,256.1,7,40.1,57.7,20,75.1,141,1.3,1.5,18.3,1.5,4.3,1.1,1.6,2.6,0,,,,
07.04.14,87.8,91.7,158.9,63.4,248.4,31.1,21.7,31.8,3.1,81.7,262.4,151.1,403.4,7.9,6.1,14.7,168,193.3,62.7,256,6.6,42.8,56.2,20.4,73.9,136.2,1.3,1.5,19.8,1.5,4.3,1,1.6,2.8,0,,,,
08.04.14,82.6,87.4,154.6,69.1,247.8,29.4,21.3,28.8,3.5,81,272.5,152.8,415.3,9,6.1,14.7,169.6,206.7,63,269.7,7,39.7,56.9,20.6,76.3,150,1.8,1.5,18.9,1.6,4.3,1,1.6,2.9,0,,,,
09.04.14,93.1,96.4,152.7,65.1,250,31.8,23.3,32.2,3.4,81.8,273,152,414.1,8.9,6.1,14.9,168.1,201.2,61.7,274.2,7.2,42.2,55.1,18.7,79.6,153.5,1.5,1.3,17.9,1.6,3.8,1,1.4,2.3,0,,,,
10.04.14,98.5,94.8,152.3,66.8,244.3,31.5,24.2,31.6,3.6,78.4,274.2,152.1,411.2,8.8,6.2,15.1,169.7,185.6,64.2,285.2,6.9,47.2,56.6,19.7,74.8,150.6,1.2,1.3,17.6,1.4,3.6,0.9,1.6,2.5,0,,,,
11.04.14,100.9,92,160.6,56.4,249.8,31.1,24.4,30.9,2.9,78.6,276.5,154.9,411.4,9.1,6.2,15.2,167.4,185.9,59.6,263.9,7.3,46,51.4,20.2,74.3,151.9,1.2,1.3,19.7,1.6,4.1,1.1,1.4,2.4,0,,,,
12.04.14,99,92.8,161.1,67.4,243.3,31.3,24.7,31.3,3.6,81.2,277.5,153.7,400.5,9,6.3,15,163.4,194.3,62.9,279.4,7.3,48.4,54.7,20.8,76.2,149,1.5,1.4,19.4,1.6,4,1.1,1.7,2.8,0,,,,
13.04.14,101.2,94.7,161.1,67.5,242.7,31.5,24.3,30.9,3.5,76.4,277.3,153.9,398.6,7.5,6.2,14.9,163.6,191.6,63.4,274,7.3,49.1,55.5,21,73.2,149.5,0.8,1.5,18.2,1.6,4.4,1.1,1.6,2.8,0,,,,
14.04.14,89.9,84.1,156.8,64.1,230,28,23.3,29.3,3.2,78.5,265.5,151.2,387.8,7.3,6.1,14.8,158.1,182.4,56.8,268.5,6.7,46.9,55.9,19.8,67.9,142.1,1.2,1.4,20,1.5,3.4,1,1.5,2.6,0,,,,
15.04.14,94.4,96.1,158.2,67.9,228.6,31.3,23.8,32,3.5,70.7,275.5,148.2,406.1,8.2,6,14.9,161.5,190,59.2,267.6,6.5,46.7,57,19.4,71.3,143.1,1.4,1.5,19.6,1.5,4,1.1,1.5,2.8,0,,,,
16.04.14,98.6,99.5,163.5,73.2,257.7,32.8,24.1,32.7,3.7,70.5,279.2,153.7,411.7,8.2,6.1,14.9,161.7,185,57.6,273.6,7,48,56.7,20.9,74.3,143.8,1.5,1.5,18.7,1.5,4.1,1.1,1.5,2.8,0,,,,
17.04.14,99.9,95.1,155.1,72.7,248.2,31.1,24.5,31.7,3.8,71,282.6,152.2,414,8.4,6.2,15.1,164.3,188.5,61.7,276.7,7,48.2,57.8,19.9,73.9,145.5,1.5,1,19.5,1.7,3.8,1.1,1.4,2.8,0,,,,
18.04.14,91.4,96.4,149.8,72.7,241.5,25.8,25,31.9,3.6,73.3,287.4,150.2,406.6,8.4,6.3,15.1,166,177.9,63.5,289.4,7.2,48.8,59.1,19.6,70.5,152.2,1.1,1.1,19.3,1.6,3.9,1.1,1.4,3,0,,,,
19.04.14,88.8,85.2,133.1,64.5,201.4,29.4,25.3,31.4,3.5,72,285.8,142,395.6,8.3,6.4,15.2,165.3,168.2,60.1,286.6,7.2,48.3,49.4,19.5,74.5,145.8,1.4,1.5,19.4,1.6,4,1.1,1.4,2.7,0,,,,
20.04.14,84.3,93.5,137.1,65.7,222.5,30.7,23.5,32.1,3.4,74,286,134.7,398.9,8.8,6.3,15.3,166.4,169.8,63.3,278.7,7.1,47.8,57.7,18.7,75.4,147.3,1.4,1.5,18.9,1.6,4,1,1.6,2.8,0,,,,
21.04.14,83.5,91.2,140.7,63.8,232.9,30.2,22.5,30.9,3.2,76.8,258.9,137.3,379,8.4,6.3,15.1,161.7,159.8,60.4,262.2,6.7,50.4,58.3,21.2,69.3,137.2,1.2,1.6,20.6,1.6,3.6,1.1,1.6,2.8,0,,,,
22.04.14,92,97.2,142.7,70.7,244.5,31.6,23.8,33.1,3.7,79.5,257.4,138.7,397.5,9.2,5.8,15.3,161,181.6,65.6,274.4,6.6,48.8,57,20.4,72.1,143.5,1.2,1.6,20.6,1.6,3.9,1,1.6,2.9,0,,,,
23.04.14,97.9,102.1,144.3,73.7,251.9,31.9,24.2,29.8,3.8,80.6,275.1,142.7,400.8,9.3,5.8,15.4,162.4,191.4,66.6,280.9,7.2,47.3,58.3,20.8,73.3,151.6,1.6,1.5,21.6,1.6,3.9,1.2,1.6,3.1,0,,,,
24.04.14,96.3,100.6,148.5,75.6,258.4,31.7,24.6,30.4,3.9,80.8,279.7,141.3,415.3,8.9,5.9,15.2,150.4,195,66.9,289.7,7.3,48,60.7,20.9,74.8,147.4,1.1,1.5,23.8,1.6,3.1,1.1,1.6,2.9,0,,,,
25.04.14,102.9,99.9,155.7,78.9,256.8,32,24.3,31.2,4,81.6,285.7,150.2,400.5,9.7,5.9,15.3,156,196.3,65.2,258.4,5.8,46,59.5,21.6,77,151.5,1.2,1.6,22.6,1.5,3.1,1.1,1.4,3.1,0,,,,
26.04.14,110,105.9,157.6,80.9,253.6,33.2,24.7,30.6,4.2,80.1,289.6,154,415,9.5,5.8,15.4,157.7,195,66.3,278.1,7.1,48.2,59,21.8,74.9,155.9,1.2,1.4,21.6,1.5,2.9,1.1,1.4,2.8,0,,,,
27.04.14,112.2,108.1,162.4,78.8,257.1,33,24.7,28.9,4.2,78.1,291.3,155.4,417,9.2,5.9,15.6,163,181.8,66.2,280.5,8.2,47.9,59.8,21,77.4,160.2,1.1,1.4,20.1,1.4,3,1,1.4,2.8,0,,,,
28.04.14,109.5,106.9,162.5,76.3,260.9,32.7,22.6,29.2,4,79.7,285.9,153.1,409,7.9,6.4,15.5,158.5,169.1,59.7,270.2,6.6,46.7,58,18.6,76.5,150,1,1.4,21.6,1.4,2.9,0.9,1.5,3.1,0,,,,
29.04.14,115.9,110.7,166.8,84.4,261.3,34,23.7,25.8,4,78.6,297,155.6,423.3,8.6,6.5,15.7,155.7,181.8,63.7,279.1,7.2,46.6,60.2,19.4,74.6,145.9,1.1,1.4,18.9,1.4,2.8,0.9,1.5,2,0,,,,
30.04.14,119.2,114.5,167.7,87.3,268,34.1,24.3,27.9,4.7,78,305,154,424,9.4,6.3,15.6,160.6,179.9,66.2,279.5,7.3,48.4,57.7,20.7,74.8,147.9,1.1,1.4,20.5,1.4,2.9,0.9,1.4,2.2,0,,,,
01.05.14,114.8,118.1,171.5,90.7,269.6,34.5,24.2,29.9,4.9,77.2,279.1,155.2,418.4,9.3,4.3,13.1,160.9,176.9,61.4,276.1,7.2,49.1,58.7,22.2,74.7,150.5,1.6,1.4,20,1.3,3,0.9,1.3,2.6,0,,,,
02.05.14,118.6,122,176.2,93,273.5,33.9,23.5,29.7,5.1,74.2,288.6,152,382.9,8.2,4.4,14.2,156.3,162.3,54.2,273.3,6.4,43,59.6,21.6,73.6,141.6,0.8,1.4,19.7,1.4,3.2,1.1,1.4,3,0,,,,
03.05.14,115.7,117.7,170.9,96.2,264.8,32.7,24.9,33.1,5.2,73.7,288.6,150.4,385.3,8.9,5.7,15.3,156,162.4,60.6,273.1,7,40.7,56,19.5,73.4,124.7,0.9,1.7,18.6,1.4,2.9,0.9,1.4,2.8,0,,,,
04.05.14,115.4,116.3,171.3,91.9,259.2,30.8,25.3,30.4,5,73.4,289.9,149.1,405.1,9.6,6.3,15.6,154.4,162.7,61.4,274.5,7.2,42.8,52.7,16.3,71.2,105.1,0.6,1.4,20,1.4,3,0.9,1.3,2.2,0,,,,
05.05.14,112.1,116.1,163,86.8,272.3,33.7,23.3,28.5,4.1,76,280.4,142.1,390,8.1,6.2,13.9,146.5,154,57.5,276.7,6.2,43.2,52.7,17.1,65.9,102.1,0.8,1.5,19,1.4,3.1,1.1,1.1,2.4,0,,,,
06.05.14,119,113.3,166.5,92.5,254.9,33.6,23.7,24.8,4.5,73.2,290.7,139.8,412.6,8.9,6.3,15.6,145.9,170.2,59.1,265,6.1,43.1,50.3,19.8,61.3,114.3,0.8,1.4,19.6,1.4,3.4,1.1,1.2,2.2,0,,,,
07.05.14,122.4,120.2,174.4,91.9,278.1,34.8,23.6,27.6,4.8,71.7,289.1,143.6,418.6,9.1,6.3,15.7,153.1,170.4,60.8,257.6,5.9,42.6,52.9,19.4,69.6,130.2,1.3,1.6,19.8,1.4,3.3,1.1,1.6,2.5,0,,,,
08.05.14,126.7,126,179.1,94.9,288.9,29.3,20.9,30.6,5,73.4,286.4,149,410.9,8.9,6.2,15.3,138.2,169.3,56.5,227.4,5.7,42.9,55.7,20.2,72.5,129,1.2,1.5,14.5,1.4,3.1,0.9,1.3,2.9,0,,,,
09.05.14,118.6,110.4,171.1,94.2,264.2,31.2,23.8,28.6,5,71.6,290.8,150.7,406,7.8,6.3,15.6,142.2,142.4,50.9,225.2,5.7,43.3,57.5,20.8,72.4,134.5,0.9,1.4,16,1.4,3.9,0.9,1.5,2.2,0,,,,
10.05.14,120.2,109.9,176,91.3,266.1,33.5,27.2,30.8,5.1,69.7,290.3,150.5,400,7.7,6.4,15.5,120.5,134,56.7,237.9,6.3,41.4,57.3,19.9,70.1,141.9,0.6,1.5,17,1.5,3.8,1,1.5,2.9,0,,,,
11.05.14,118.1,112.4,169.2,87.7,270.1,35.5,25.2,29.2,4.8,69,280.7,147.1,402.8,9.1,6.3,15.5,118.8,145.5,60.1,253.9,6.6,42.3,56.3,20.5,66.8,135.6,0.4,1.6,17.9,1.5,4.4,1.1,1.6,2.6,0,,,,
12.05.14,110.4,110.6,162.3,80,272.5,32.6,23.1,31.8,4.2,70.2,263.7,142.4,391.3,9.1,6.2,15.3,133.3,145,58.1,245.3,6.2,44.4,56.9,19.9,67.1,127.7,0.5,1.6,18.3,1.5,4.4,1.1,1.6,2.7,0,,,,
13.05.14,104.9,114.8,154.9,87.2,276.6,31.5,22.1,31.2,4.5,70.5,276.6,145.5,410.2,9.1,5.6,15.4,143.1,162,61.4,256.6,6.5,47.4,57.6,18.5,78.3,132,0.5,1.5,18.7,1.5,3.7,1,1.5,2.5,0,,,,
14.05.14,85.9,101.5,144.4,80.6,248.6,29.7,22.6,22.9,4.2,70,271.9,147.1,411.8,9.4,5.5,15.5,150.4,170,63.3,270.1,7.1,48.4,56.5,19.5,72.8,146.4,0.6,1.6,18.5,1.5,4.2,1.1,1.6,2.8,0,,,,
15.05.14,82.5,99.4,120.9,75.5,239.5,33,22.9,28.1,4,69,269.5,142.4,407.9,8.8,6.2,15.3,151.8,175.4,64.1,276.7,6.9,48.4,54.7,19,59.7,138.2,0.8,1.6,19.6,1.5,4,1.1,1.6,2.7,0,,,,
16.05.14,103.8,109.8,149.1,81.2,250.6,33.4,23.5,29.9,4.2,69.4,275.5,142.4,412.4,9.6,5.7,15.2,151.9,182.1,65.5,274.6,5.7,45.9,56.3,18.4,64.6,144.5,1,1.7,19.4,1.5,3.7,1,1.5,2.9,0,,,,
17.05.14,105.2,112.2,162.1,86.6,258.7,32.6,25,33.1,4.5,72.3,276.1,146.7,416.2,8.7,3.4,14.6,151.3,188.6,67.4,290.1,6.1,47.2,57.7,20.8,68.2,145.5,1,1.5,21.2,1.5,4.3,1.1,1.7,3,0,,,,
18.05.14,115.9,111.6,160.2,85.5,252.5,34.5,24.5,32.2,4.4,69.3,271.7,146.8,402.3,8.7,4.2,15.3,148.7,178.5,63.7,283.7,7,48,54.5,20,78.6,146.9,1.1,1.5,21,1.5,3.9,1.2,1.6,2.8,0,,,,
19.05.14,107.5,113.3,163,82,248.7,31.5,23.2,29.8,4.2,68.4,265.1,146.7,391.8,8.8,6.2,14.8,146.9,165.4,60.8,263.6,5.9,45.7,53.2,20.4,79.4,145,1.2,1.5,18.8,1.5,4.2,1,1.5,2.9,0,,,,
20.05.14,110.3,112,172.8,89.2,245.5,34,24.7,31.1,4.9,69.8,274.8,146.4,407.8,7.4,5.8,15.2,144.5,171.2,65.8,263.2,5.4,47.9,54.5,19.4,80.6,152.3,1.3,1.4,19.3,1.5,3.7,1,1.5,3.3,0,,,,
21.05.14,118.3,125.5,176.3,91.8,254.9,36.4,24.9,30,5.1,70.3,280,146.1,413.3,7.3,5.7,15.2,137.1,157.6,64.4,273.7,6.7,46.1,55.7,19.5,78.9,149.7,1,1.2,19.2,1.5,4,1,1.6,3.6,0,,,,
22.05.14,120.3,135.7,179.5,94.4,260,35.8,25,27.3,5.1,68.4,279.6,146.5,412.5,8.7,6.3,15.1,146.6,154.3,63.7,282.5,7,46.6,55.4,19.7,82.3,153.7,1.1,1.5,19.9,1.5,3.7,1.1,1.6,3.4,0,,,,
23.05.14,132.9,140.7,180.7,97.2,259.2,36,25,27.5,5.3,68.7,284.4,150.8,409.9,8.6,5.9,15.5,149.7,157.2,63.7,281,7.1,46.9,60.5,19.6,79.3,147.7,0.9,1.5,19.3,1.5,3.5,1.1,1.6,3.6,0,,,,
24.05.14,120.8,133.6,180.7,99.5,263.5,33.8,24.1,29.3,5.4,70.4,282.9,152,393.1,9.2,3,15.3,149.6,168.5,66,282.6,7.2,48.5,58.3,17.7,77.6,149,1.1,1.5,19,1.5,3.7,1.1,1.5,3.8,0,,,,
25.05.14,128.4,122.3,168.5,93,262.5,32.5,24.9,30.7,5.4,69.4,280.1,149.2,394.8,8.2,6.2,15.4,149.8,172.4,64.1,266.4,7.1,48.7,58.3,20.8,80.1,148.9,1,1.4,18,1.5,4,1,1.5,3.5,0,,,,
26.05.14,126.1,119.7,166,84,253.9,30.7,23.3,14.6,4.7,61.3,272.4,143.6,387.2,7.6,5.8,15.3,127.3,159.4,60,261.7,6.6,46.5,57.2,20.6,70.1,128.6,1.6,1.4,17.6,1.5,3.9,1.1,1.4,3.3,0,,,,
27.05.14,129.6,119.9,173.8,90.1,245.3,33.5,25.1,32.9,5.3,59.4,283.1,150.6,406.4,8.2,5.8,15.3,82.5,173,65,268.3,6.4,36.7,55.1,19.6,64,128.4,1.8,1.1,19.5,1.5,3.3,0.9,1.5,3,0,,,,
28.05.14,144.4,127.6,184.7,95.7,261.5,35.1,25.2,31.5,5.4,60.5,283.1,155.7,402.1,8.5,5.9,15.5,127.4,166.4,66,258.2,6.5,30.6,54,18.1,68,119.1,1.6,1.2,20.1,1.5,3.2,0.9,1.3,3.6,0,,,,
29.05.14,147.7,137.2,186.3,99.9,265.2,34.5,25.7,30.7,5.4,65.1,285.3,153.5,400.9,9.3,6.4,15.4,139.5,159.6,62.2,248.9,7.3,34.7,54.5,18.7,67.8,115.6,1,1.4,20.2,1.5,2.8,0.9,1.3,3.5,0,,,,
30.05.14,143.7,139.3,188.6,104.3,262.9,36.1,26.2,28.3,5.8,67.5,287.4,148.8,403.3,9.4,5.8,15.7,136.5,158,60.5,264.2,7.2,44.1,57.1,20.7,78.7,127.6,0.3,1.3,18.8,1.5,4,0.9,1.3,3.8,0,,,,
31.05.14,129.5,123.9,189.1,90.8,264.5,21,25.2,24.5,5.6,67.8,287.4,150.6,404.1,11.4,6.4,15.4,143.1,158.7,62.9,275.6,7.4,46.7,59.3,20.7,81.5,140.4,1.1,1.4,21.7,1.5,4,1.1,1.4,3,0,,,,
01.06.14,146.9,115.1,188.5,90.2,249.6,35.5,25.7,28.8,5.6,66.9,287.5,150.1,403.5,11,6.4,15.4,147.6,158.6,65.2,274.7,7.4,37.5,54.4,17.3,82.2,122,1.3,1.4,21.4,1.4,4.2,1,1.4,3.3,0,,,,
02.06.14,144.5,97.7,169.7,87.6,261,29.4,22.3,25.8,5.3,66,277.7,147.1,385.1,8.3,4.4,14.2,148.3,148.9,59.7,267.7,6.7,44.4,56.9,20.1,75.9,115,1.4,1.5,22.5,1.4,3.7,1.1,1.3,3.1,0,,,,
03.06.14,139.9,114.7,169.9,97,269.5,33.9,23.2,31.7,5.6,67.8,287.3,150.6,389.3,9.4,4.9,14.7,106.9,153.8,61.5,270.9,7,45.5,49.1,20.7,77.1,127.4,1.2,1.7,21.7,1.5,3.8,1,1.4,2.8,143.7,,,,
